;SMILES;ID;MolWt;TPSA;nRotB;HBD;HBA;LogP
1579;CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1;carfilzomib;719.4257992;158.47;20;4;8;2.5835
1580;C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@@H](NC(=O)[C@@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C([O-])=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCC([O-])=O)NC3=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2;linaclotide;1523.375368;579.57;13;17;28;-8.6086
1581;C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@@H](NC(=O)[C@@H](CSSC[C@H](NC(=O)CNC1=O)C([O-])=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCC([O-])=O)NC3=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2;m linaclotide;1360.312039;530.24;9;15;26;-9.0417
1582;NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1;mirabegron ;396.161997;100.27;9;4;6;2.7722
1583;COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1;avanafil ;483.1785654;125.39;9;3;9;2.4318
1584;CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C(F)=C2)=CC=N1;regorafenib;482.0768809;92.35;5;3;4;5.6888
1585;COC1=C(CC2=C(F)C(Cl)=CC=C2)C=C2C(=O)C(=CN([C@H](CO)C(C)C)C2=C1)C([O-])=O;elvitegravir ;446.1176023;91.59;7;1;6;2.9463
1586;CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1;cobicistat ;775.3549598;138.02;19;3;10;6.0007
1587;OC(C(=O)O[C@H]1C[N@+]2(CCCOC3=CC=CC=C3)CC[C@H]1CC2)(C1=CC=CS1)C1=CC=CS1;aclidinium ;484.1610769;55.76;9;1;6;4.6668
1588;C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)CC#N;tofacitinib;312.1698593;88.91;3;1;5;1.54478
1589;CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C1(C)C)C1=CC(=C(C=C1)C#N)C(F)(F)F;enzalutamide ;464.0930096;76.44;3;1;4;3.99248
1590;CC1(C)N(C(=S)N(C1=O)C1=CC(=C(C=C1)C#N)C(F)(F)F)C1=CC=C(C(N)=O)C(F)=C1;m enzalutamide ;450.0773596;90.43;3;1;4;3.73178
1591;COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl;bosutinib;529.1647451;82.88;9;1;8;5.19038
1592;CN1CCN(CC2=C(C=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2)C(F)(F)F)CC1;ponatinib;532.2198441;65.77;4;1;6;4.45602
1593;COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCC[C@]24C=C1OC)C=C1OCOC1=C3;omacetaxine mepesuccinate;545.2624818;123.99;9;2;10;2.5807
1594;COC1=NC2=CC=C(Br)C=C2C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=C2C=CC=CC2=CC=C1;bedaquiline;554.1568903;45.59;8;1;4;7.1305
1595;NC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O;pomalidomide ;273.0749558;109.57;1;2;5;-0.33
1596;OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1;ospemifene ;378.1386577;29.46;8;1;2;5.6457
1597;CC(C)(C)C1=NC(=C(S1)C1=CN=C(N)C=N1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1;dabrafenib ;519.1010515;110.86;5;2;7;5.3649
1598;NC1=CC=CC2=C1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O;pomalidomide ;273.0749558;109.57;1;2;5;-0.33
1599;CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=C(F)C=C(I)C=C1)C1=CC=CC(NC(C)=O)=C1;trametinib ;615.0778804;107.13;5;2;8;3.94012
1600;OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1;picosulfate;437.0239084;140.09;7;2;7;2.625
1601;CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O;alogliptin ;339.1695249;97.05;3;1;7;0.39448
1602;CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;canagliflozin;444.1406731;90.15;5;4;6;2.96832
1603;O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1;glycerol phenylbutyrate;530.2668389;78.9;17;0;6;6.0533
1604;OCC1=C(O)C=CC(=C1)[C@@H](O)CNCCCCCCOCCOCC1=C(Cl)C=CC=C1Cl;vilanterol ;485.1735785;91.18;16;4;6;4.6081
1605;CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C;neostigmine;223.1441043;29.54;2;0;2;1.9437
1606;[O-]C(=O)CC1=CC=CC=C1;phenylacetate;135.045153;40.13;2;0;2;-0.021
1607;OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C1=CC=CC=N1;m picosulfate;277.1102787;53.35;3;2;3;3.673
1608;NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1;norfluoxetine;295.1183988;35.25;5;1;2;4.1743
1609;NCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1;norfluoxetine;295.1183988;35.25;5;1;2;4.1743
1610;CC(C)NC[C@H](O)COC1=C(C=C(NC(C)=O)C=C1)C(C)=O;diacetolol ;308.1736072;87.66;8;3;5;1.5853
1611;CC(C)NC[C@@H](O)COC1=C(C=C(NC(C)=O)C=C1)C(C)=O;diacetolol ;308.1736072;87.66;8;3;5;1.5853
1612;[O-]C(=O)C1=CN=CC=N1;pyrazinoic acid;123.0200009;65.91;1;0;4;-1.1599
1613;COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=NC=CC=C12;riociguat;422.1615001;138.07;4;2;9;2.4427
1614;CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1;macitentan ;585.9633483;128.22;11;2;8;3.5727
1615;NS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1;m macitentan ;543.9163981;142.21;8;2;8;2.5318
1616;CC1=CC(C)=C(SC2=CC=CC=C2N2CCNCC2)C=C1;vortioxetine ;298.1503697;15.27;3;1;3;3.86424
1617;CN(C)C\C=C\C(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1O[C@H]1CCOC1;afatinib ;485.1629956;88.61;8;2;7;4.3899
1618;CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1;levomilnacipran;246.1732133;46.33;5;1;2;1.7714
1619;NC(=O)N1C2=C(C[C@H](O)C3=C1C=CC=C3)C=CC=C2;eslicarbazepine;254.1055277;66.56;0;2;2;2.4929
1620;CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=C1C=CC=C2;eslicarbazepine acetate;296.1160924;72.63;1;1;3;3.0637
1621;C[C@@H]1CCO[C@H]2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N12;dolutegravir ;419.1292771;100.87;3;2;6;1.3528
1622;NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C;ibrutinib;440.196074;99.16;5;1;7;4.2173
1623;COC(=O)\C=C\C([O-])=O;monomethyl fumarate;129.0193322;66.43;2;0;4;-1.5345
1624;COC(=O)\C=C\C(=O)OC;dimethyl fumarate;144.0422587;52.6;2;0;4;-0.1114
1625;CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1;sofosbuvir ;529.1625444;158.18;10;3;10;1.6565
1626;C[C@@]1(F)[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O[C@H]1N1C=CC(=O)NC1=O;m sofosbuvir ;495.9507355;255.46;8;2;15;-3.6616
1627;COC1=CC=C2C(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]3C[C@]3(NC4=O)C(=O)NS(=O)(=O)C3CC3)=CC(=NC2=C1C)C1=NC(=CS1)C(C)C;simeprevir ;749.2916908;156.89;8;2;10;5.25412
1628;OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2;umeclidinium ;428.2584057;29.46;8;1;2;5.14
1629;CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=CC=C(O)C=C12)C1=CC=C(O)C=C1;bazedoxifene ;470.2569429;57.86;7;2;5;6.33102
1630;ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1;luliconazole ;352.9614946;41.61;2;0;5;5.06088
1631;CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO;polidocanol;582.4342982;103.3;37;1;10;4.049
1632;COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C2=O)C([O-])=O;cefpodoxime;426.0547488;159.27;7;2;11;-1.8739
1633;C\C=C/C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=C(O)C=C1)C2=O)C([O-])=O;cefprozil;388.0972653;135.79;5;3;7;-0.628
1634;CN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)C1=CC=CC=C1)C2=O)C([O-])=O;cefamandole;461.0707332;153.37;7;2;11;-1.5603
1635;COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)[C@H](C)O)C2=O;daunorubicinol ;529.1947962;189;4;6;11;0.8207
1636;COC1=CC2=C(C=C1OC)[C@@H]1C[C@@H](O)[C@@H](CC(C)C)CN1CC2;m tetrabenazine;319.2147438;41.93;4;1;4;3.0299
1637;COC1=CC2=C(C=C1OC)[C@@H]1C[C@H](O)[C@@H](CC(C)C)CN1CC2;m tetrabenazine;319.2147438;41.93;4;1;4;3.0299
1638;NC1=NC(O)=C2N=CN([C@@H]3O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@@H]3O)C2=N1;m nelarabine ;518.9615543;310.68;8;4;19;-4.4514
1639;NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C2=C)C(=O)N1;m entecavir;512.9873751;280.96;8;3;16;-3.0048
1640;NC1=C2N=CN([C@@H]3O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@@H]3F)C2=NC(Cl)=N1;m clofarabine;538.9233309;270.22;8;2;17;-2.5264
1641;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@H]1O[C@H](O[C@@]21C(=O)CO)C1CCCCC1;m ciclesonide;470.2668389;93.06;3;2;6;3.497
1642;OC1=C(C=CC=C1)C(=O)NC1=NC=C(S1)[N+]([O-])=O;tizoxanide ;265.0157267;105.36;3;2;6;2.0092
1643;NC1=C2N=CN(CCOCP([O-])([O-])=O)C2=NC=N1;adefovir ;271.0481376;142.04;5;1;9;-1.7037
1644;NC1=NC2=C(N=CN2CO[C@@H](CO)COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C(=O)N1;m ganciclovir;490.9666397;290.19;11;3;17;-4.1479
1645;NC1=NC2=C(N=CN2CO[C@H](CO)COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C(=O)N1;m ganciclovir;490.9666397;290.19;11;3;17;-4.1479
1646;CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C([O-])=O)C(C)(C)O;olmesartan ;445.1993622;132.64;8;2;8;2.3219
1647;O[C@@H](COC1=CC(=CC=C1)C(F)(F)F)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC([O-])=O;m travoprost ;457.1843469;110.05;11;3;6;2.2257
1648;OC1=CC2=C(N=C1)C(=C1CCNCC1)C1=C(CC2)C=C(Cl)C=C1;m desloratadine;326.1185909;45.15;0;2;3;3.7245
1649;CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1;cycloguanil;251.0937731;80;1;2;5;1.5255
1650;CN\N=N\C1=C(N=CN1)C(N)=O;m temozolomide ;168.0759589;108.52;3;3;4;-0.2733
1651;CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C(O)C4=C3C2=O;m rifapentine;834.4415088;214.08;4;7;14;5.07742
1652;NC(=O)N1C2=C(C[C@@H](O)C3=C1C=CC=C3)C=CC=C2;m oxcarbazepine;254.1055277;66.56;0;2;2;2.4929
1653;O[C@H]1C[C@@H](O[C@@H]1COP([O-])([O-])=O)N1C=C(F)C(=O)NC1=O;m fluorouracil ;324.0169773;156.74;4;2;9;-2.8306
1654;O[C@H]1C[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)N1C=C(F)C(=O)NC1=O;m fluorouracil ;481.9350854;255.46;8;2;15;-3.8606
1655;CCC[S@](=O)C1=CC=C2N=C(NC(=O)OC)NC2=C1;m albendazole;281.0834123;84.08;4;2;4;2.2588
1656;CN[C@@H](CC(C)C)C1(CCC1)C1=CC=C(Cl)C=C1;m sibutramine;265.1597274;12.03;5;1;1;4.3958
1657;CN[C@H](CC(C)C)C1(CCC1)C1=CC=C(Cl)C=C1;m sibutramine;265.1597274;12.03;5;1;1;4.3958
1658;CC(C)C[C@@H](N)C1(CCC1)C1=CC=C(Cl)C=C1;m sibutramine;251.1440774;26.02;4;1;1;4.1351
1659;CC(C)C[C@H](N)C1(CCC1)C1=CC=C(Cl)C=C1;m sibutramine;251.1440774;26.02;4;1;1;4.1351
1660;NC1=NC(=O)C2=C(N1)N(CC[C@@H](CO)COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C=N2;m penciclovir;488.9873751;280.96;11;3;16;-3.4843
1661;NC1=NC(=O)C2=C(N1)N(CC[C@H](CO)COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C=N2;m penciclovir;488.9873751;280.96;11;3;16;-3.4843
1662;NC1=NC(=O)N(C[C@@H](CO)OCP([O-])(=O)OP([O-])([O-])=O)C=C1;m cidofovir;356.006523;202.92;8;2;12;-3.4408
1663;CC1(C)CCSC2=C1C=C(C=C2)C#CC1=CC=C(C=N1)C([O-])=O;m tazarotene ;322.0907233;53.02;1;0;4;2.6183
1664;O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC([O-])=O)CCC1=CC=CC=C1;m latanoprost;389.2333477;100.82;12;3;5;1.9847
1665;NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1;m lamivudine ;464.921998;241.28;8;1;16;-2.7711
1666;C[C@H](N[C@@H](CCC1=CC=CC=C1)C([O-])=O)C(=O)N1[C@H]2CCCC[C@@H]2C[C@H]1C([O-])=O;trandolaprilat ;400.2009192;112.6;8;1;6;-0.3746
1667;NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)C1(F)F;m gemcitabine;419.982594;212.15;6;2;13;-2.9506
1668;NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)C1(F)F;m gemcitabine;498.941648;261.51;8;2;16;-3.4656
1669;NC1=NC2=C(N=CN2COCCOP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C(=O)N1;m acyclovir;460.956075;269.96;10;2;16;-3.5088
1670;CCCCC1=NC(Cl)=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C([O-])=O;m losartan ;435.1341751;112.41;8;1;7;3.138
1671;COC(=O)C1=C(C)NC(C)=C([C@H]1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OCC(C)C;nisoldipine;388.1634365;107.77;6;1;7;3.2018
1672;COC1=CC2=C(CN([C@@H](C2)C(O)=C)C(=O)[C@H](C)N[C@@H](CCC2=CC=CC=C2)C([O-])=O)C=C1OC;moexiprilat;467.2187603;111.16;10;2;7;1.7582
1673;CN(C)C[C@H]1CCCC[C@@]1(O)C1=CC(O)=CC=C1;m tramadol ;249.172879;43.7;3;2;3;2.3316
1674;COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@H]1CN(C)C;tramadol ;263.188529;32.7;4;1;3;2.6346
1675;CN(C)C[C@@H]1CCCC[C@]1(O)C1=CC(O)=CC=C1;m tramadol ;249.172879;43.7;3;2;3;2.3316
1676;COC1=CC=CC(=C1)[C@]1(O)CCCC[C@H]1CN(C)C;tramadol ;263.188529;32.7;4;1;3;2.6346
1677;CN(C)C[C@@H]1CCCC[C@@]1(O)C1=CC(O)=CC=C1;m tramadol ;249.172879;43.7;3;2;3;2.3316
1678;COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C;tramadol ;263.188529;32.7;4;1;3;2.6346
1679;CN(C)C[C@H]1CCCC[C@]1(O)C1=CC(O)=CC=C1;m tramadol ;249.172879;43.7;3;2;3;2.3316
1680;C[C@H](N[C@@H](CCC1=CC=CC=C1)C([O-])=O)C(=O)N1CC2(C[C@H]1C([O-])=O)SCCS2;spiraprilat;436.113761;112.6;8;1;8;-0.7571
1681;NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O3)C2=NC(Cl)=N1;m cladribine ;520.9327527;270.22;8;2;17;-2.4744
1682;NCCCNCCS;m amifostine ;134.0877694;38.05;5;3;3;-0.1454
1683;NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1;m zalcitabine;446.965577;241.28;8;1;15;-2.6816
1684;CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C([O-])=O)C([O-])=O;perindoprilat;338.1852691;112.6;7;1;6;-1.2073
1685;[O-]P([O-])(=O)OP([O-])(=O)OP([O-])(=O)OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O;m didanosine ;471.960826;243.94;8;1;15;-2.3875
1686;NC1=C2N=CN([C@@H]3O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1;m fludarabine;520.9572178;290.45;8;3;18;-4.0179
1687;NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC(F)=N1;fludarabine;285.0873321;139.54;2;4;9;-1.8409
1688;[O-]C(=O)\C=C1\CN(CC2=C(Cl)C=CC=C2)CC[C@H]1S;m ticlopidine;296.051751;43.37;3;1;4;1.5204
1689;[O-]C(=O)\C=C1\CN(CC2=C(Cl)C=CC=C2)CC[C@@H]1S;m ticlopidine;296.051751;43.37;3;1;4;1.5204
1690;C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl;halobetasol;428.1565935;74.6;2;2;4;3.0902
1691;OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C([O-])=O)C1CCCCC1;fosinoprilat ;434.2101834;97.74;9;1;4;2.827
1692;CNCCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2;m clomipramine ;300.1393264;15.27;4;1;2;4.1862
1693;C[C@H](N[C@@H](CCC1=CC=CC=C1)C([O-])=O)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C([O-])=O;ramiprilat ;386.1852691;112.6;8;1;6;-0.7647
1694;C[C@H](N[C@@H](CCC1=CC=CC=C1)C([O-])=O)C(=O)N1CC2=C(C[C@H]1C([O-])=O)C=CC=C2;quinaprilat;408.169619;112.6;8;1;6;-0.5808
1695;[O-]C(=O)CN1C2=C(CC[C@H](N[C@@H](CCC3=CC=CC=C3)C([O-])=O)C1=O)C=CC=C2;benazeprilat ;394.153969;112.6;8;1;6;-0.5748
1696;CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12;m simvastatin;435.2752125;106.89;10;2;6;2.771
1697;OS(=O)(=O)CCSSCCS(O)(=O)=O;dimesna;281.936022;108.74;7;2;6;0.1434
1698;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12;m lovastatin ;421.2595625;106.89;10;2;6;2.3809
1699;COC1=CC=C2C=C(CC([O-])=O)C=CC2=C1;m nabumetone ;215.0713678;49.36;3;0;3;1.1408
1700;CCCC[C@](C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC([O-])=O;m misoprostol;367.2489978;97.66;13;2;5;2.5305
1701;C[C@@H](CCC1=CC=CC=C1)NC[C@H](O)C1=CC(C(N)=O)=C(O)C=C1;labetalol;328.1786926;95.58;8;4;4;2.1354
1702;C[C@H](CCC1=CC=CC=C1)NC[C@@H](O)C1=CC(C(N)=O)=C(O)C=C1;labetalol;328.1786926;95.58;8;4;4;2.1354
1703;C[C@@H](CCC1=CC=CC=C1)NC[C@@H](O)C1=CC(C(N)=O)=C(O)C=C1;labetalol;328.1786926;95.58;8;4;4;2.1354
1704;CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F;m flutamide;292.0670915;92.47;3;2;4;2.323
1705;[H]N=C1N=C(C=C(N)N1OS(O)(=O)=O)N1CCCCC1;m minoxidil;289.084475;134.53;3;3;8;-0.83353
1706;CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1;m tamoxifen;357.2092645;21.26;8;1;2;5.6539
1707;CSC1=CC=C(\C=C2\C(C)=C(CC([O-])=O)C3=C2C=CC(F)=C3)C=C1;m sulindac ;339.0860526;40.13;4;0;3;4.0153
1708;ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1;m diazepam ;270.0559907;41.46;1;1;2;3.1295
1709;CCOC(=O)N[C@@H]1CC[C@@H]2[C@H](C[C@@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\C2=CC=C(C=N2)C2=CC(F)=CC=C2)C1;vorapaxar;492.2424358;77.52;5;1;5;5.6295
1710;CN[C@@H]1C2=CC(OC3=CC([C@@H]4NC(=O)[C@@H](CC5=CC=C(OC6=C(O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7NC(=O)CCCCCCCCC(C)C)C(O)=O)C7=CC(=C6)[C@@H](NC4=O)C(=O)N[C@@H]4C6=CC(=C(O)C=C6)C6=C(C=C(O)C=C6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)C(NC(=O)[C@@H](NC4=O)[C@H](O)C4=CC(Cl)=C(O7)C=C4)C(=O)NCCCN(C)C)C=C5)NC1=O)=C(Cl)C(O)=C3)=C(O)C=C2;dalbavancin;1814.608558;572.51;22;21;29;4.168
1711;C[C@H](N1CCC(=C)CC1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1;efinaconazole;348.1761678;54.18;5;1;5;2.4846
1712;OB1OCC2=C1C=CC(F)=C2;tavaborole ;152.0444881;29.46;0;1;2;0.0434
1713;CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC(Cl)=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C=C2;oritavancin;1790.564106;560.98;19;20;28;4.4952
1714;CCOC1=C(OC)C=CC(=C1)[C@@H](CS(C)(=O)=O)N1C(=O)C2=C(C1=O)C(NC(C)=O)=CC=C2;apremilast ;460.1304221;119.08;8;1;7;2.4342
1715;CN1N=NC(=N1)C1=NC=C(C=C1)C1=CC=C(C=C1F)N1C[C@H](CO)OC1=O;tedizolid;370.1189666;106.26;4;1;8;1.3957
1716;CN1N=NC(=N1)C1=NC=C(C=C1)C1=CC=C(C=C1F)N1C[C@H](COP([O-])([O-])=O)OC1=O;tedizolid phosphate;448.0707442;158.45;6;0;11;0.2487
1717;CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;testosterone undecanoate ;456.3603454;43.37;10;0;3;7.9609
1718;CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1;dapagliflozin;408.1339662;99.38;6;4;6;1.8444
1719;OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1;empagliflozin;450.1445309;108.61;6;4;7;1.6134
1720;C[C@@H]1CCN(CCN1C(=O)C1=CC(C)=CC=C1N1N=CC=N1)C1=NC2=CC(Cl)=CC=C2O1;suvorexant ;450.1571017;80.29;3;0;7;4.11132
1721;N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C([O-])=O;droxidopa;212.056446;126.84;3;4;6;-1.7916
